timestamp,veh_speed_m_s,engine_speed_rpm,engine_load_pct,throttle_pct
2024-01-01T08:00:53Z,4.428,1032.1,31.2,16.1
2024-01-01T08:00:54Z,4.387,982.1,23.9,18.3
2024-01-01T08:00:55Z,4.896,1216.1,36.9,24.2
2024-01-01T08:00:56Z,2.110,870.4,28.3,15.9
2024-01-01T08:00:57Z,1.067,898.8,16.9,12.0
2024-01-01T08:00:58Z,1.741,1009.0,38.4,33.2
2024-01-01T08:00:59Z,1.614,855.7,22.3,5.8
2024-01-01T08:01:00Z,1.105,896.3,26.9,10.1
2024-01-01T08:01:01Z,1.000,871.2,23.5,12.9
2024-01-01T08:01:02Z,1.310,908.3,30.7,10.8
2024-01-01T08:01:03Z,0.636,859.6,21.7,9.8
2024-01-01T08:01:04Z,0.897,865.7,25.2,12.0
2024-01-01T08:01:05Z,1.306,835.8,25.7,24.7
2024-01-01T08:01:06Z,1.465,995.1,27.0,20.8
2024-01-01T08:01:07Z,1.538,898.8,29.2,14.0
2024-01-01T08:01:08Z,2.204,1003.6,33.8,24.9
2024-01-01T08:01:09Z,3.501,1184.7,49.1,44.4
2024-01-01T08:01:10Z,5.965,1421.6,78.3,72.8
2024-01-01T08:01:11Z,8.078,1485.7,69.2,70.6
2024-01-01T08:01:12Z,9.675,1533.1,58.4,54.5
2024-01-01T08:01:13Z,11.187,1618.2,65.7,59.4
2024-01-01T08:01:14Z,10.817,1378.8,34.3,25.3
2024-01-01T08:01:15Z,8.371,1266.9,32.8,21.4
2024-01-01T08:01:16Z,6.765,1262.3,33.7,16.5
2024-01-01T08:01:17Z,5.522,1139.2,30.5,13.6
2024-01-01T08:01:18Z,3.656,1036.4,22.8,7.2
2024-01-01T08:01:19Z,2.971,978.5,14.0,14.8
2024-01-01T08:01:20Z,2.545,956.7,26.5,18.7
2024-01-01T08:01:21Z,1.934,918.8,19.6,9.5
2024-01-01T08:01:22Z,1.149,882.2,22.0,9.4
2024-01-01T08:01:23Z,1.572,922.7,30.5,21.3
2024-01-01T08:01:24Z,2.149,1049.2,27.9,23.5
2024-01-01T08:01:25Z,2.581,990.5,30.9,21.1
2024-01-01T08:01:26Z,3.052,1057.7,34.1,22.2
2024-01-01T08:01:27Z,3.202,1002.6,24.6,10.5
2024-01-01T08:01:28Z,5.185,1362.0,55.4,62.2
2024-01-01T08:01:29Z,6.671,1347.7,58.8,53.8
2024-01-01T08:01:30Z,8.441,1437.6,69.3,69.7
2024-01-01T08:01:31Z,9.418,1405.8,42.6,40.1
2024-01-01T08:01:32Z,11.390,1570.6,69.5,69.8
2024-01-01T08:01:33Z,10.755,1378.8,44.1,16.6
2024-01-01T08:01:34Z,10.632,1384.4,38.7,20.4
2024-01-01T08:01:35Z,10.188,1306.0,34.8,23.4
2024-01-01T08:01:36Z,11.375,1530.3,48.7,45.7
2024-01-01T08:01:37Z,10.449,1359.3,38.0,21.5
2024-01-01T08:01:38Z,10.762,1525.8,54.8,31.8
2024-01-01T08:01:39Z,9.917,1335.3,42.4,16.5
2024-01-01T08:01:40Z,9.389,1254.7,35.0,15.2
2024-01-01T08:01:41Z,7.570,1225.5,41.1,20.5
2024-01-01T08:01:42Z,7.404,1242.7,36.5,16.7
2024-01-01T08:01:43Z,7.059,1170.3,34.1,17.0
2024-01-01T08:01:44Z,7.161,1240.7,36.2,14.6
2024-01-01T08:01:45Z,7.527,1338.9,26.6,27.2
2024-01-01T08:01:46Z,6.680,1168.0,29.3,20.4
2024-01-01T08:01:47Z,6.903,1167.1,31.5,20.8
2024-01-01T08:01:48Z,6.278,1245.3,28.9,13.9
2024-01-01T08:01:49Z,5.420,1142.7,31.6,18.3
2024-01-01T08:01:50Z,4.604,1105.5,34.9,13.3
2024-01-01T08:01:51Z,5.652,1222.7,54.1,38.2
2024-01-01T08:01:52Z,6.039,1162.9,34.1,24.3
2024-01-01T08:01:53Z,5.132,1133.5,24.6,14.6
2024-01-01T08:01:54Z,5.112,1069.1,22.5,24.1
2024-01-01T08:01:55Z,6.044,1230.8,39.0,33.0
2024-01-01T08:01:56Z,5.780,1138.6,35.8,12.5
2024-01-01T08:01:57Z,4.712,1097.4,27.2,13.0
2024-01-01T08:01:58Z,5.284,1149.8,35.1,33.0
2024-01-01T08:01:59Z,4.892,1035.1,23.3,12.0
2024-01-01T08:02:00Z,4.353,983.3,30.6,14.3
2024-01-01T08:02:01Z,4.021,988.5,21.8,16.1
2024-01-01T08:02:02Z,4.711,1135.7,47.4,31.0
2024-01-01T08:02:03Z,4.745,1116.1,24.7,20.7
2024-01-01T08:02:04Z,4.572,1062.0,22.9,12.1
2024-01-01T08:02:05Z,3.398,934.2,19.4,10.4
2024-01-01T08:02:06Z,2.922,939.2,20.3,12.1
2024-01-01T08:02:07Z,1.380,853.3,22.3,20.4
2024-01-01T08:02:08Z,0.256,864.5,13.4,13.6
2024-01-01T08:02:09Z,0.000,733.5,26.5,5.9
2024-01-01T08:02:10Z,0.167,846.9,24.1,9.7
2024-01-01T08:02:11Z,0.167,823.0,20.7,6.2
2024-01-01T08:02:12Z,0.167,801.5,17.8,3.9
2024-01-01T08:02:13Z,0.167,852.6,20.0,14.3
2024-01-01T08:02:14Z,0.356,783.0,35.1,9.7
2024-01-01T08:02:15Z,0.189,830.9,22.2,3.6
2024-01-01T08:02:16Z,0.189,737.3,25.4,9.7
2024-01-01T08:02:17Z,0.189,852.1,19.5,11.3
2024-01-01T08:02:18Z,0.189,769.0,26.3,7.7
2024-01-01T08:02:19Z,0.000,717.1,23.2,7.1
2024-01-01T08:02:20Z,1.509,1128.5,41.1,49.2
2024-01-01T08:02:21Z,4.141,1353.1,68.4,85.9
2024-01-01T08:02:22Z,5.471,1248.9,68.1,45.0
2024-01-01T08:02:23Z,7.278,1466.8,68.7,68.2
2024-01-01T08:02:24Z,8.146,1318.9,44.1,37.1
2024-01-01T08:02:25Z,8.094,1320.2,33.5,13.8
2024-01-01T08:02:26Z,7.248,1113.0,31.2,21.7
2024-01-01T08:02:27Z,7.980,1352.1,53.8,42.0
2024-01-01T08:02:28Z,8.540,1330.2,49.5,25.6
2024-01-01T08:02:29Z,9.279,1343.9,46.0,34.8
2024-01-01T08:02:30Z,8.875,1217.9,28.9,21.1
2024-01-01T08:02:31Z,8.910,1292.8,31.7,20.5
2024-01-01T08:02:32Z,8.673,1296.4,44.5,12.3
2024-01-01T08:02:33Z,8.091,1189.0,27.9,21.8
2024-01-01T08:02:34Z,7.639,1234.5,27.9,18.0
2024-01-01T08:02:35Z,8.621,1380.7,50.4,44.7
2024-01-01T08:02:36Z,8.273,1189.9,42.1,22.3
2024-01-01T08:02:37Z,8.183,1272.4,36.6,14.2
2024-01-01T08:02:38Z,8.375,1202.5,32.2,23.9
2024-01-01T08:02:39Z,8.813,1329.7,50.8,27.6
2024-01-01T08:02:40Z,8.157,1219.6,31.7,16.9
2024-01-01T08:02:41Z,8.941,1247.0,54.3,39.1
2024-01-01T08:02:42Z,8.451,1290.7,37.5,15.1
2024-01-01T08:02:43Z,7.392,1299.7,31.5,11.9
2024-01-01T08:02:44Z,6.858,1130.3,18.4,19.4
2024-01-01T08:02:45Z,7.161,1217.5,36.4,12.3
2024-01-01T08:02:46Z,5.840,1061.9,20.9,14.6
2024-01-01T08:02:47Z,5.668,1106.9,21.8,18.0
2024-01-01T08:02:48Z,6.099,1137.8,42.7,20.3
2024-01-01T08:02:49Z,5.469,1156.4,26.1,12.4
2024-01-01T08:02:50Z,3.787,975.8,27.5,18.4
2024-01-01T08:02:51Z,3.558,1039.6,28.4,5.5
2024-01-01T08:02:52Z,3.096,924.1,24.3,17.1
2024-01-01T08:02:53Z,1.881,888.0,22.5,10.6
2024-01-01T08:02:54Z,2.265,1031.6,34.6,16.9
2024-01-01T08:02:55Z,2.890,1048.1,38.3,27.2
2024-01-01T08:02:56Z,2.182,921.4,23.8,10.2
2024-01-01T08:02:57Z,2.045,886.7,23.0,10.6
2024-01-01T08:02:58Z,1.983,908.7,24.8,14.3
2024-01-01T08:02:59Z,1.169,839.9,13.3,6.8
2024-01-01T08:03:00Z,0.852,778.6,19.1,13.7
2024-01-01T08:03:01Z,0.872,839.2,22.2,11.7
2024-01-01T08:03:02Z,0.397,834.4,19.8,7.2
2024-01-01T08:03:03Z,0.568,862.1,23.9,7.4
2024-01-01T08:03:04Z,0.766,855.0,29.4,17.1
2024-01-01T08:03:05Z,0.459,780.4,21.3,3.0
2024-01-01T08:03:06Z,0.554,868.2,14.9,3.2
2024-01-01T08:03:07Z,0.964,926.2,34.9,27.4
2024-01-01T08:03:08Z,0.724,820.1,17.9,8.3
2024-01-01T08:03:09Z,0.608,864.7,20.9,9.4
2024-01-01T08:03:10Z,0.608,757.5,22.4,11.8
2024-01-01T08:03:11Z,1.524,1048.4,33.8,31.9
2024-01-01T08:03:12Z,1.113,853.9,17.2,6.1
2024-01-01T08:03:13Z,1.383,944.1,31.0,14.8
2024-01-01T08:03:14Z,1.301,806.2,16.2,8.0
2024-01-01T08:03:15Z,1.301,979.2,17.9,4.3
2024-01-01T08:03:16Z,1.209,881.8,30.1,2.7
2024-01-01T08:03:17Z,1.222,873.1,15.5,9.7
2024-01-01T08:03:18Z,2.122,1059.0,40.4,28.6
2024-01-01T08:03:19Z,2.122,923.0,26.5,5.4
2024-01-01T08:03:20Z,2.421,985.0,26.5,17.7
2024-01-01T08:03:21Z,1.482,884.0,19.7,15.0
2024-01-01T08:03:22Z,1.469,932.3,24.0,4.7
2024-01-01T08:03:23Z,0.299,776.7,16.2,7.6
2024-01-01T08:03:24Z,0.299,826.6,11.3,8.5
2024-01-01T08:03:25Z,0.000,813.4,21.1,18.7
2024-01-01T08:03:26Z,0.000,791.7,20.5,10.5
2024-01-01T08:03:27Z,0.027,832.7,15.7,7.4
2024-01-01T08:03:28Z,0.027,775.1,16.4,6.4
2024-01-01T08:03:29Z,0.027,724.7,15.9,9.9
2024-01-01T08:03:30Z,0.027,762.6,10.3,1.2
2024-01-01T08:03:31Z,0.027,855.9,19.1,9.5
2024-01-01T08:03:32Z,0.846,951.3,37.6,27.4
2024-01-01T08:03:33Z,0.846,846.5,22.7,10.9
2024-01-01T08:03:34Z,0.846,824.8,28.1,13.2
2024-01-01T08:03:35Z,0.846,821.6,23.2,7.5
2024-01-01T08:03:36Z,0.846,837.5,27.9,12.5
2024-01-01T08:03:37Z,0.000,813.8,21.6,2.5
2024-01-01T08:03:38Z,0.141,807.9,27.1,8.0
2024-01-01T08:03:39Z,0.141,869.3,16.7,4.7
2024-01-01T08:03:40Z,0.307,774.9,25.8,11.6
2024-01-01T08:03:41Z,1.080,946.0,25.6,31.4
2024-01-01T08:03:42Z,2.708,1224.9,48.2,52.5
2024-01-01T08:03:43Z,3.824,1109.3,50.8,37.7
2024-01-01T08:03:44Z,3.882,1053.0,22.3,14.1
2024-01-01T08:03:45Z,4.742,1099.6,41.9,28.6
2024-01-01T08:03:46Z,5.716,1219.5,49.4,48.1
2024-01-01T08:03:47Z,6.199,1165.8,38.3,20.0
2024-01-01T08:03:48Z,6.267,1090.8,35.6,18.0
2024-01-01T08:03:49Z,7.402,1332.6,47.4,39.2
2024-01-01T08:03:50Z,6.783,1184.2,21.2,19.3
2024-01-01T08:03:51Z,5.627,1066.7,26.9,12.9
2024-01-01T08:03:52Z,4.534,1040.3,34.8,15.9
2024-01-01T08:03:53Z,4.435,1009.3,29.6,11.4
2024-01-01T08:03:54Z,4.484,1019.2,23.9,12.3
2024-01-01T08:03:55Z,4.763,1047.6,39.0,18.5
2024-01-01T08:03:56Z,4.492,1093.5,34.4,11.5
2024-01-01T08:03:57Z,3.950,985.9,26.5,12.8
2024-01-01T08:03:58Z,2.977,901.0,21.6,8.1
2024-01-01T08:03:59Z,2.856,1010.0,28.4,10.3
2024-01-01T08:04:00Z,2.170,862.9,27.7,7.2
2024-01-01T08:04:01Z,2.408,967.7,31.4,12.6
2024-01-01T08:04:02Z,2.844,1123.4,39.1,19.9
2024-01-01T08:04:03Z,4.001,1110.0,39.5,42.4
2024-01-01T08:04:04Z,3.529,966.3,31.6,9.2
2024-01-01T08:04:05Z,4.604,1199.4,45.3,33.8
2024-01-01T08:04:06Z,4.383,1054.9,27.3,12.7
2024-01-01T08:04:07Z,3.599,1004.7,26.6,9.7
2024-01-01T08:04:08Z,2.318,939.5,22.4,6.2
2024-01-01T08:04:09Z,2.868,1015.7,29.0,25.3
2024-01-01T08:04:10Z,2.693,890.6,23.3,22.2
2024-01-01T08:04:11Z,2.973,919.2,32.3,17.0
2024-01-01T08:04:12Z,2.919,969.9,30.5,10.1
2024-01-01T08:04:13Z,2.790,1014.9,20.1,8.4
2024-01-01T08:04:14Z,1.593,911.9,14.0,12.8
2024-01-01T08:04:15Z,0.693,847.1,29.3,8.2
2024-01-01T08:04:16Z,0.075,797.9,18.5,9.4
2024-01-01T08:04:17Z,0.000,769.5,26.2,11.0
2024-01-01T08:04:18Z,0.000,800.1,27.3,8.9
2024-01-01T08:04:19Z,0.000,790.0,20.4,8.6
2024-01-01T08:04:20Z,0.000,778.9,18.0,9.5
2024-01-01T08:04:21Z,0.000,886.6,12.2,6.4
2024-01-01T08:04:22Z,0.000,794.0,18.3,0.0
2024-01-01T08:04:23Z,0.000,755.4,6.4,9.0
2024-01-01T08:04:24Z,0.000,842.8,17.6,3.7
2024-01-01T08:04:25Z,0.000,811.7,20.3,12.1
2024-01-01T08:04:26Z,0.000,804.2,14.5,6.6
2024-01-01T08:04:27Z,0.000,834.3,14.9,15.3
2024-01-01T08:04:28Z,0.000,822.4,30.3,2.5
2024-01-01T08:04:29Z,0.000,798.5,22.7,2.2
2024-01-01T08:04:30Z,0.000,820.4,28.2,7.7
2024-01-01T08:04:31Z,0.000,781.2,24.7,9.2
2024-01-01T08:04:32Z,0.780,946.3,39.5,30.5
2024-01-01T08:04:33Z,1.634,1063.9,30.1,29.8
2024-01-01T08:04:34Z,2.856,1144.2,52.3,45.6
2024-01-01T08:04:35Z,4.037,1253.2,51.8,44.2
2024-01-01T08:04:36Z,4.788,1153.0,39.3,37.3
2024-01-01T08:04:37Z,5.592,1196.1,38.9,40.8
2024-01-01T08:04:38Z,5.644,1094.9,30.6,16.1
2024-01-01T08:04:39Z,5.131,1124.8,29.8,10.2
2024-01-01T08:04:40Z,4.798,1039.4,30.4,18.2
2024-01-01T08:04:41Z,4.930,1121.9,36.9,22.4
2024-01-01T08:04:42Z,3.505,976.5,31.2,10.4
2024-01-01T08:04:43Z,3.988,1084.6,47.8,20.5
2024-01-01T08:04:44Z,4.780,1207.7,40.3,33.9
2024-01-01T08:04:45Z,5.196,1255.4,32.9,20.9
2024-01-01T08:04:46Z,5.465,1193.9,26.3,20.0
2024-01-01T08:04:47Z,7.063,1384.1,58.6,55.8
2024-01-01T08:04:48Z,8.167,1313.4,49.1,48.6
2024-01-01T08:04:49Z,8.377,1267.9,35.7,21.3
2024-01-01T08:04:50Z,8.611,1297.6,29.4,20.6
2024-01-01T08:04:51Z,8.968,1378.7,32.6,29.6
2024-01-01T08:04:52Z,9.030,1330.9,40.9,15.6
2024-01-01T08:04:53Z,7.809,1218.2,33.2,12.0
2024-01-01T08:04:54Z,7.982,1311.1,39.7,24.4
2024-01-01T08:04:55Z,8.505,1283.3,52.1,29.4
2024-01-01T08:04:56Z,9.944,1509.2,63.4,54.3
2024-01-01T08:04:57Z,10.653,1438.5,42.6,35.2
2024-01-01T08:04:58Z,11.986,1609.3,59.3,57.8
2024-01-01T08:04:59Z,11.856,1417.8,56.9,22.2
2024-01-01T08:05:00Z,12.303,1468.1,51.2,38.5
2024-01-01T08:05:01Z,10.933,1460.1,41.4,21.2
2024-01-01T08:05:02Z,10.718,1413.4,36.5,28.6
2024-01-01T08:05:03Z,10.490,1297.7,42.7,16.1
2024-01-01T08:05:04Z,10.521,1347.0,41.8,19.1
2024-01-01T08:05:05Z,11.222,1542.2,52.5,39.1
2024-01-01T08:05:06Z,12.090,1511.5,50.5,41.2
2024-01-01T08:05:07Z,10.977,1382.2,47.7,23.5
2024-01-01T08:05:08Z,11.019,1397.1,43.6,31.2
2024-01-01T08:05:09Z,11.153,1454.6,38.7,22.1
2024-01-01T08:05:10Z,10.090,1287.6,36.7,28.4
2024-01-01T08:05:11Z,9.957,1322.5,35.4,11.2
2024-01-01T08:05:12Z,11.005,1526.6,54.8,45.3
2024-01-01T08:05:13Z,9.594,1272.4,24.9,21.6
2024-01-01T08:05:14Z,9.090,1355.6,36.0,19.2
2024-01-01T08:05:15Z,9.334,1404.7,32.7,28.1
2024-01-01T08:05:16Z,9.598,1373.9,41.5,25.8
2024-01-01T08:05:17Z,10.191,1426.2,40.1,35.5
2024-01-01T08:05:18Z,11.940,1687.7,62.7,63.7
2024-01-01T08:05:19Z,11.312,1443.0,28.5,22.5
2024-01-01T08:05:20Z,11.126,1379.0,38.1,23.4
2024-01-01T08:05:21Z,9.329,1355.8,43.9,15.3
2024-01-01T08:05:22Z,8.993,1340.7,28.2,18.9
2024-01-01T08:05:23Z,8.028,1195.1,36.5,15.5
2024-01-01T08:05:24Z,8.296,1320.0,40.6,32.9
2024-01-01T08:05:25Z,8.730,1360.4,32.7,35.2
2024-01-01T08:05:26Z,9.829,1506.5,57.5,41.2
2024-01-01T08:05:27Z,7.901,1246.8,29.2,20.6
2024-01-01T08:05:28Z,7.754,1157.9,37.4,7.3
2024-01-01T08:05:29Z,7.801,1294.3,44.2,11.5
2024-01-01T08:05:30Z,6.704,1130.5,28.6,16.0
2024-01-01T08:05:31Z,6.015,1091.2,28.9,15.6
2024-01-01T08:05:32Z,7.525,1360.1,57.2,57.8
2024-01-01T08:05:33Z,6.559,1188.9,31.8,14.7
2024-01-01T08:05:34Z,5.565,1115.7,33.3,17.2
2024-01-01T08:05:35Z,4.914,1067.7,27.5,17.7
2024-01-01T08:05:36Z,3.725,1025.1,27.2,9.3
2024-01-01T08:05:37Z,1.676,917.1,21.0,9.1
2024-01-01T08:05:38Z,1.039,895.6,27.9,12.8
2024-01-01T08:05:39Z,0.930,826.2,21.2,5.7
2024-01-01T08:05:40Z,0.361,852.9,14.0,4.9
2024-01-01T08:05:41Z,1.805,1102.5,47.0,50.6
2024-01-01T08:05:42Z,2.705,1057.9,34.6,30.5
2024-01-01T08:05:43Z,4.981,1321.6,71.0,75.8
2024-01-01T08:05:44Z,6.836,1411.1,63.6,65.5
2024-01-01T08:05:45Z,7.960,1420.5,52.8,48.4
2024-01-01T08:05:46Z,7.716,1156.3,28.3,20.0
2024-01-01T08:05:47Z,7.934,1324.5,39.8,17.0
2024-01-01T08:05:48Z,5.619,1090.2,30.2,16.8
2024-01-01T08:05:49Z,3.764,1007.6,21.0,13.0
2024-01-01T08:05:50Z,2.360,988.9,19.5,13.9
2024-01-01T08:05:51Z,1.160,889.3,30.1,8.3
2024-01-01T08:05:52Z,0.000,863.0,25.0,9.9
2024-01-01T08:05:53Z,0.000,777.2,27.3,7.9
2024-01-01T08:05:54Z,0.000,819.7,15.9,3.9
2024-01-01T08:05:55Z,0.000,860.3,28.8,8.2
2024-01-01T08:05:56Z,0.007,804.0,20.8,9.7
2024-01-01T08:05:57Z,0.007,838.9,22.2,14.3
2024-01-01T08:05:58Z,0.007,761.7,20.3,5.6
2024-01-01T08:05:59Z,1.665,1068.0,53.1,46.6
2024-01-01T08:06:00Z,3.330,1183.6,55.0,53.5
2024-01-01T08:06:01Z,5.131,1303.4,62.0,59.0
2024-01-01T08:06:02Z,6.860,1399.3,59.8,60.3
2024-01-01T08:06:03Z,9.555,1675.7,89.7,91.7
2024-01-01T08:06:04Z,10.173,1453.5,52.2,43.4
2024-01-01T08:06:05Z,11.629,1525.8,67.2,65.2
2024-01-01T08:06:06Z,13.328,1781.7,77.7,68.2
2024-01-01T08:06:07Z,14.008,1577.7,60.2,44.3
2024-01-01T08:06:08Z,12.962,1504.6,38.1,31.0
2024-01-01T08:06:09Z,12.940,1495.3,33.3,22.0
2024-01-01T08:06:10Z,12.245,1406.1,43.6,21.2
2024-01-01T08:06:11Z,10.471,1325.2,22.3,20.2
2024-01-01T08:06:12Z,10.424,1430.9,35.1,18.0
2024-01-01T08:06:13Z,11.412,1536.0,51.7,41.6
2024-01-01T08:06:14Z,11.422,1446.6,39.4,20.6
2024-01-01T08:06:15Z,11.104,1390.9,38.2,16.9
2024-01-01T08:06:16Z,11.475,1478.4,43.9,36.3
2024-01-01T08:06:17Z,12.477,1585.4,53.6,49.9
2024-01-01T08:06:18Z,12.216,1422.1,44.5,19.3
2024-01-01T08:06:19Z,11.970,1427.7,31.9,22.1
2024-01-01T08:06:20Z,12.085,1532.1,51.7,23.2
2024-01-01T08:06:21Z,12.837,1638.9,52.4,44.4
2024-01-01T08:06:22Z,11.475,1477.1,37.5,24.1
2024-01-01T08:06:23Z,11.648,1468.9,39.7,23.5
2024-01-01T08:06:24Z,12.259,1623.1,50.2,35.2
2024-01-01T08:06:25Z,12.633,1541.3,44.7,30.5
2024-01-01T08:06:26Z,12.649,1494.9,33.2,25.3
2024-01-01T08:06:27Z,12.493,1512.3,34.7,29.4
2024-01-01T08:06:28Z,12.578,1444.2,44.1,18.8
2024-01-01T08:06:29Z,11.563,1474.5,34.5,20.1
2024-01-01T08:06:30Z,10.721,1418.8,28.5,20.7
2024-01-01T08:06:31Z,10.338,1355.3,32.0,22.9
2024-01-01T08:06:32Z,10.733,1503.1,47.6,36.3
2024-01-01T08:06:33Z,9.867,1398.8,33.5,21.2
2024-01-01T08:06:34Z,9.359,1347.3,29.3,20.8
2024-01-01T08:06:35Z,9.524,1291.4,35.3,23.5
2024-01-01T08:06:36Z,8.292,1239.3,20.9,18.3
2024-01-01T08:06:37Z,7.098,1237.5,31.6,16.8
2024-01-01T08:06:38Z,6.452,1146.6,26.0,15.0
2024-01-01T08:06:39Z,6.850,1268.9,34.2,26.3
2024-01-01T08:06:40Z,5.192,1119.8,31.0,21.0
2024-01-01T08:06:41Z,5.375,1157.7,23.0,21.8
2024-01-01T08:06:42Z,5.617,1194.0,41.6,21.9
2024-01-01T08:06:43Z,5.350,1112.8,36.4,12.2
2024-01-01T08:06:44Z,5.457,1153.1,34.7,15.7
2024-01-01T08:06:45Z,6.545,1318.5,56.7,40.5
2024-01-01T08:06:46Z,5.796,1196.8,30.7,17.3
2024-01-01T08:06:47Z,5.122,1106.7,32.3,10.0
2024-01-01T08:06:48Z,5.525,1135.0,43.2,24.6
2024-01-01T08:06:49Z,3.913,984.5,29.7,9.3
2024-01-01T08:06:50Z,2.565,1000.1,11.4,12.1
2024-01-01T08:06:51Z,1.873,890.9,31.2,4.2
2024-01-01T08:06:52Z,1.257,827.4,20.8,9.0
2024-01-01T08:06:53Z,0.000,794.8,19.1,0.0
2024-01-01T08:06:54Z,0.000,883.0,22.2,11.7
2024-01-01T08:06:55Z,0.000,750.1,13.4,4.4
2024-01-01T08:06:56Z,0.835,944.6,30.3,31.6
2024-01-01T08:06:57Z,1.393,964.8,27.9,13.5
2024-01-01T08:06:58Z,1.502,903.8,19.7,17.4
2024-01-01T08:06:59Z,2.579,1050.1,46.9,44.7
2024-01-01T08:07:00Z,3.565,1161.2,40.4,36.4
2024-01-01T08:07:01Z,4.188,1127.6,32.9,29.6
2024-01-01T08:07:02Z,3.630,1053.9,31.1,10.4
2024-01-01T08:07:03Z,3.521,957.5,24.0,7.7
2024-01-01T08:07:04Z,2.444,1025.0,26.9,14.8
2024-01-01T08:07:05Z,1.457,925.0,32.0,11.2
2024-01-01T08:07:06Z,0.000,809.4,27.0,10.1
2024-01-01T08:07:07Z,0.000,892.5,21.5,8.9
2024-01-01T08:07:08Z,0.000,888.2,20.8,5.0
2024-01-01T08:07:09Z,0.000,772.9,6.3,9.6
2024-01-01T08:07:10Z,0.000,710.0,24.2,9.4
2024-01-01T08:07:11Z,0.351,902.6,25.8,20.1
2024-01-01T08:07:12Z,0.351,833.3,31.1,5.5
2024-01-01T08:07:13Z,0.351,854.4,18.3,8.9
2024-01-01T08:07:14Z,0.351,817.4,20.3,1.9
2024-01-01T08:07:15Z,0.679,920.7,22.9,17.2
2024-01-01T08:07:16Z,0.327,835.0,18.0,4.6
2024-01-01T08:07:17Z,0.327,842.9,18.5,12.0
2024-01-01T08:07:18Z,0.327,766.4,22.6,11.1
2024-01-01T08:07:19Z,0.327,832.0,15.0,5.3
