timestamp,lat,lon,alt_m,speed_m_s
2024-01-01T08:02:17Z,48.854695,2.358953,38.195,0.189
2024-01-01T08:02:18Z,48.854694,2.358956,36.994,0.189
2024-01-01T08:02:19Z,48.854693,2.358958,35.349,0.000
2024-01-01T08:02:20Z,48.854693,2.358958,32.687,1.509
2024-01-01T08:02:21Z,48.854688,2.358977,36.074,4.141
2024-01-01T08:02:22Z,48.854672,2.359028,36.008,5.471
2024-01-01T08:02:23Z,48.854651,2.359096,36.120,7.278
2024-01-01T08:02:24Z,48.854623,2.359186,34.320,8.146
2024-01-01T08:02:25Z,48.854593,2.359287,33.902,8.094
2024-01-01T08:02:26Z,48.854562,2.359388,34.584,7.248
2024-01-01T08:02:27Z,48.854535,2.359478,33.791,7.980
2024-01-01T08:02:28Z,48.854506,2.359578,35.294,8.540
2024-01-01T08:02:29Z,48.854474,2.359684,37.668,9.279
2024-01-01T08:02:30Z,48.854439,2.359799,33.468,8.875
2024-01-01T08:02:31Z,48.854405,2.359909,34.923,8.910
2024-01-01T08:02:32Z,48.854372,2.360020,35.429,8.673
2024-01-01T08:02:33Z,48.854337,2.360127,30.821,8.091
2024-01-01T08:02:34Z,48.854305,2.360225,32.445,7.639
2024-01-01T08:02:35Z,48.854275,2.360319,33.448,8.621
2024-01-01T08:02:36Z,48.854240,2.360425,35.487,8.273
2024-01-01T08:02:37Z,48.854208,2.360527,34.910,8.183
2024-01-01T08:02:38Z,48.854176,2.360628,35.056,8.375
2024-01-01T08:02:39Z,48.854144,2.360732,33.005,8.813
2024-01-01T08:02:40Z,48.854113,2.360842,35.089,8.157
2024-01-01T08:02:41Z,48.854083,2.360945,34.431,8.941
2024-01-01T08:02:42Z,48.854051,2.361056,36.428,8.451
2024-01-01T08:02:43Z,48.854021,2.361163,35.603,7.392
2024-01-01T08:02:44Z,48.853995,2.361256,35.522,6.858
2024-01-01T08:02:45Z,48.853970,2.361342,35.837,7.161
2024-01-01T08:02:46Z,48.853944,2.361431,37.565,5.840
2024-01-01T08:02:47Z,48.853923,2.361504,34.672,5.668
2024-01-01T08:02:48Z,48.853902,2.361575,37.845,6.099
2024-01-01T08:02:49Z,48.853880,2.361652,34.814,5.469
2024-01-01T08:02:50Z,48.853861,2.361720,38.389,3.787
2024-01-01T08:02:51Z,48.853847,2.361768,35.635,3.558
2024-01-01T08:02:52Z,48.853835,2.361813,34.820,3.096
2024-01-01T08:02:53Z,48.853824,2.361852,33.665,1.881
2024-01-01T08:02:54Z,48.853817,2.361876,36.266,2.265
2024-01-01T08:02:55Z,48.853809,2.361904,35.850,2.890
2024-01-01T08:02:56Z,48.853799,2.361940,34.308,2.182
2024-01-01T08:02:57Z,48.853791,2.361968,32.826,2.045
2024-01-01T08:02:58Z,48.853784,2.361994,35.497,1.983
2024-01-01T08:02:59Z,48.853778,2.362019,33.617,1.169
2024-01-01T08:03:00Z,48.853774,2.362034,32.130,0.852
2024-01-01T08:03:01Z,48.853771,2.362044,35.466,0.872
2024-01-01T08:03:02Z,48.853768,2.362055,35.529,0.397
2024-01-01T08:03:03Z,48.853766,2.362060,36.182,0.568
2024-01-01T08:03:04Z,48.853764,2.362068,35.701,0.766
2024-01-01T08:03:05Z,48.853762,2.362077,36.429,0.459
2024-01-01T08:03:06Z,48.853760,2.362083,34.992,0.554
2024-01-01T08:03:07Z,48.853758,2.362090,35.654,0.964
2024-01-01T08:03:08Z,48.853755,2.362103,34.934,0.724
2024-01-01T08:03:09Z,48.853753,2.362112,36.002,0.608
2024-01-01T08:03:10Z,48.853751,2.362120,33.714,0.608
2024-01-01T08:03:11Z,48.853750,2.362128,36.742,1.524
2024-01-01T08:03:12Z,48.853745,2.362147,36.433,1.113
2024-01-01T08:03:13Z,48.853742,2.362162,35.806,1.383
2024-01-01T08:03:14Z,48.853738,2.362180,35.962,1.301
2024-01-01T08:03:15Z,48.853734,2.362197,35.645,1.301
2024-01-01T08:03:16Z,48.853731,2.362214,35.386,1.209
2024-01-01T08:03:17Z,48.853727,2.362229,34.634,1.222
2024-01-01T08:03:18Z,48.853724,2.362245,32.872,2.122
2024-01-01T08:03:19Z,48.853719,2.362273,34.202,2.122
2024-01-01T08:03:20Z,48.853714,2.362301,35.073,2.421
2024-01-01T08:03:21Z,48.853708,2.362333,35.050,1.482
2024-01-01T08:03:22Z,48.853704,2.362352,35.238,1.469
2024-01-01T08:03:23Z,48.853700,2.362372,34.978,0.299
2024-01-01T08:03:24Z,48.853699,2.362376,34.404,0.299
2024-01-01T08:03:25Z,48.853699,2.362380,36.136,0.000
2024-01-01T08:03:26Z,48.853699,2.362380,35.601,0.000
2024-01-01T08:03:27Z,48.853699,2.362380,33.152,0.027
2024-01-01T08:03:28Z,48.853699,2.362380,34.598,0.027
2024-01-01T08:03:29Z,48.853699,2.362380,35.403,0.027
2024-01-01T08:03:30Z,48.853699,2.362381,36.000,0.027
2024-01-01T08:03:31Z,48.853698,2.362381,36.885,0.027
2024-01-01T08:03:32Z,48.853698,2.362381,33.143,0.846
2024-01-01T08:03:33Z,48.853697,2.362393,35.021,0.846
2024-01-01T08:03:34Z,48.853695,2.362404,35.670,0.846
2024-01-01T08:03:35Z,48.853693,2.362415,34.897,0.846
2024-01-01T08:03:36Z,48.853692,2.362426,34.646,0.846
2024-01-01T08:03:37Z,48.853690,2.362438,34.206,0.000
2024-01-01T08:03:38Z,48.853690,2.362438,34.342,0.141
2024-01-01T08:03:39Z,48.853690,2.362440,35.665,0.141
2024-01-01T08:03:40Z,48.853689,2.362442,32.298,0.307
2024-01-01T08:03:41Z,48.853689,2.362446,36.056,1.080
2024-01-01T08:03:42Z,48.853687,2.362460,35.246,2.708
2024-01-01T08:03:43Z,48.853682,2.362496,33.232,3.824
2024-01-01T08:03:44Z,48.853674,2.362547,35.641,3.882
2024-01-01T08:03:45Z,48.853667,2.362599,33.503,4.742
2024-01-01T08:03:46Z,48.853659,2.362663,32.473,5.716
2024-01-01T08:03:47Z,48.853648,2.362739,32.564,6.199
2024-01-01T08:03:48Z,48.853635,2.362822,37.034,6.267
2024-01-01T08:03:49Z,48.853623,2.362906,33.279,7.402
2024-01-01T08:03:50Z,48.853610,2.363005,37.547,6.783
2024-01-01T08:03:51Z,48.853599,2.363096,37.400,5.627
2024-01-01T08:03:52Z,48.853590,2.363172,35.657,4.534
2024-01-01T08:03:53Z,48.853582,2.363233,34.716,4.435
2024-01-01T08:03:54Z,48.853575,2.363293,34.182,4.484
2024-01-01T08:03:55Z,48.853569,2.363353,33.171,4.763
2024-01-01T08:03:56Z,48.853561,2.363417,35.341,4.492
2024-01-01T08:03:57Z,48.853554,2.363478,35.597,3.950
2024-01-01T08:03:58Z,48.853547,2.363531,35.305,2.977
2024-01-01T08:03:59Z,48.853542,2.363571,35.816,2.856
2024-01-01T08:04:00Z,48.853537,2.363609,33.969,2.170
2024-01-01T08:04:01Z,48.853533,2.363638,34.112,2.408
2024-01-01T08:04:02Z,48.853530,2.363671,32.890,2.844
2024-01-01T08:04:03Z,48.853526,2.363709,35.618,4.001
2024-01-01T08:04:04Z,48.853521,2.363763,36.291,3.529
2024-01-01T08:04:05Z,48.853517,2.363811,32.713,4.604
2024-01-01T08:04:06Z,48.853511,2.363873,37.093,4.383
2024-01-01T08:04:07Z,48.853506,2.363933,34.232,3.599
2024-01-01T08:04:08Z,48.853501,2.363982,36.034,2.318
2024-01-01T08:04:09Z,48.853499,2.364013,35.451,2.868
2024-01-01T08:04:10Z,48.853495,2.364052,37.404,2.693
2024-01-01T08:04:11Z,48.853492,2.364089,37.958,2.973
2024-01-01T08:04:12Z,48.853488,2.364129,32.338,2.919
2024-01-01T08:04:13Z,48.853484,2.364168,35.155,2.790
2024-01-01T08:04:14Z,48.853481,2.364206,35.504,1.593
2024-01-01T08:04:15Z,48.853479,2.364228,35.135,0.693
2024-01-01T08:04:16Z,48.853479,2.364237,36.706,0.075
2024-01-01T08:04:17Z,48.853479,2.364238,34.810,0.000
2024-01-01T08:04:18Z,48.853479,2.364238,36.222,0.000
2024-01-01T08:04:19Z,48.853479,2.364238,33.168,0.000
2024-01-01T08:04:20Z,48.853479,2.364238,35.058,0.000
2024-01-01T08:04:21Z,48.853479,2.364238,32.995,0.000
2024-01-01T08:04:22Z,48.853479,2.364238,35.378,0.000
2024-01-01T08:04:23Z,48.853479,2.364238,34.465,0.000
2024-01-01T08:04:24Z,48.853479,2.364238,33.138,0.000
2024-01-01T08:04:25Z,48.853479,2.364238,32.268,0.000
2024-01-01T08:04:26Z,48.853479,2.364238,32.846,0.000
2024-01-01T08:04:27Z,48.853479,2.364238,34.100,0.000
2024-01-01T08:04:28Z,48.853479,2.364238,32.501,0.000
2024-01-01T08:04:29Z,48.853479,2.364238,34.658,0.000
2024-01-01T08:04:30Z,48.853479,2.364238,34.240,0.000
2024-01-01T08:04:31Z,48.853479,2.364238,34.043,0.000
2024-01-01T08:04:32Z,48.853479,2.364238,36.679,0.780
2024-01-01T08:04:33Z,48.853478,2.364249,36.916,1.634
2024-01-01T08:04:34Z,48.853476,2.364271,34.439,2.856
2024-01-01T08:04:35Z,48.853472,2.364310,37.029,4.037
2024-01-01T08:04:36Z,48.853467,2.364364,33.797,4.788
2024-01-01T08:04:37Z,48.853462,2.364429,35.826,5.592
2024-01-01T08:04:38Z,48.853455,2.364505,33.259,5.644
2024-01-01T08:04:39Z,48.853450,2.364582,35.104,5.131
2024-01-01T08:04:40Z,48.853445,2.364652,34.250,4.798
2024-01-01T08:04:41Z,48.853439,2.364717,36.554,4.930
2024-01-01T08:04:42Z,48.853434,2.364784,33.652,3.505
2024-01-01T08:04:43Z,48.853430,2.364831,36.132,3.988
2024-01-01T08:04:44Z,48.853427,2.364886,35.280,4.780
2024-01-01T08:04:45Z,48.853422,2.364950,33.798,5.196
2024-01-01T08:04:46Z,48.853417,2.365021,34.797,5.465
2024-01-01T08:04:47Z,48.853411,2.365095,34.538,7.063
2024-01-01T08:04:48Z,48.853405,2.365192,35.473,8.167
2024-01-01T08:04:49Z,48.853398,2.365303,34.155,8.377
2024-01-01T08:04:50Z,48.853391,2.365417,37.681,8.611
2024-01-01T08:04:51Z,48.853385,2.365534,36.682,8.968
2024-01-01T08:04:52Z,48.853377,2.365656,34.974,9.030
2024-01-01T08:04:53Z,48.853369,2.365779,33.048,7.809
2024-01-01T08:04:54Z,48.853363,2.365886,35.603,7.982
2024-01-01T08:04:55Z,48.853357,2.365995,36.153,8.505
2024-01-01T08:04:56Z,48.853351,2.366110,35.341,9.944
2024-01-01T08:04:57Z,48.853342,2.366246,35.106,10.653
2024-01-01T08:04:58Z,48.853334,2.366391,36.447,11.986
2024-01-01T08:04:59Z,48.853327,2.366555,34.693,11.856
2024-01-01T08:05:00Z,48.853322,2.366717,33.888,12.303
2024-01-01T08:05:01Z,48.853314,2.366884,36.495,10.933
2024-01-01T08:05:02Z,48.853308,2.367034,36.018,10.718
2024-01-01T08:05:03Z,48.853299,2.367180,32.963,10.490
2024-01-01T08:05:04Z,48.853293,2.367323,33.365,10.521
2024-01-01T08:05:05Z,48.853289,2.367467,35.722,11.222
2024-01-01T08:05:06Z,48.853283,2.367620,36.044,12.090
2024-01-01T08:05:07Z,48.853277,2.367785,33.548,10.977
2024-01-01T08:05:08Z,48.853274,2.367935,34.810,11.019
2024-01-01T08:05:09Z,48.853271,2.368086,34.588,11.153
2024-01-01T08:05:10Z,48.853268,2.368238,35.367,10.090
2024-01-01T08:05:11Z,48.853267,2.368376,36.617,9.957
2024-01-01T08:05:12Z,48.853265,2.368512,35.417,11.005
2024-01-01T08:05:13Z,48.853261,2.368663,35.976,9.594
2024-01-01T08:05:14Z,48.853258,2.368794,33.985,9.090
2024-01-01T08:05:15Z,48.853255,2.368918,37.146,9.334
2024-01-01T08:05:16Z,48.853251,2.369046,33.049,9.598
2024-01-01T08:05:17Z,48.853249,2.369177,35.058,10.191
2024-01-01T08:05:18Z,48.853247,2.369316,34.654,11.940
2024-01-01T08:05:19Z,48.853246,2.369480,34.702,11.312
2024-01-01T08:05:20Z,48.853247,2.369634,32.631,11.126
2024-01-01T08:05:21Z,48.853248,2.369787,37.183,9.329
2024-01-01T08:05:22Z,48.853249,2.369914,35.925,8.993
2024-01-01T08:05:23Z,48.853249,2.370037,35.829,8.028
2024-01-01T08:05:24Z,48.853250,2.370147,36.817,8.296
2024-01-01T08:05:25Z,48.853251,2.370260,33.755,8.730
2024-01-01T08:05:26Z,48.853254,2.370380,36.158,9.829
2024-01-01T08:05:27Z,48.853256,2.370514,34.317,7.901
2024-01-01T08:05:28Z,48.853257,2.370622,35.660,7.754
2024-01-01T08:05:29Z,48.853259,2.370728,36.337,7.801
2024-01-01T08:05:30Z,48.853261,2.370835,35.454,6.704
2024-01-01T08:05:31Z,48.853261,2.370927,38.321,6.015
2024-01-01T08:05:32Z,48.853262,2.371009,34.287,7.525
2024-01-01T08:05:33Z,48.853264,2.371112,35.505,6.559
2024-01-01T08:05:34Z,48.853266,2.371201,33.298,5.565
2024-01-01T08:05:35Z,48.853267,2.371277,33.784,4.914
2024-01-01T08:05:36Z,48.853269,2.371345,34.826,3.725
2024-01-01T08:05:37Z,48.853271,2.371396,38.385,1.676
2024-01-01T08:05:38Z,48.853271,2.371418,34.000,1.039
2024-01-01T08:05:39Z,48.853271,2.371433,32.861,0.930
2024-01-01T08:05:40Z,48.853271,2.371445,36.055,0.361
2024-01-01T08:05:41Z,48.853271,2.371450,34.255,1.805
2024-01-01T08:05:42Z,48.853272,2.371475,37.031,2.705
2024-01-01T08:05:43Z,48.853272,2.371512,34.200,4.981
2024-01-01T08:05:44Z,48.853273,2.371580,36.318,6.836
2024-01-01T08:05:45Z,48.853275,2.371674,34.206,7.960
2024-01-01T08:05:46Z,48.853277,2.371782,37.788,7.716
2024-01-01T08:05:47Z,48.853278,2.371888,35.179,7.934
2024-01-01T08:05:48Z,48.853282,2.371996,32.933,5.619
2024-01-01T08:05:49Z,48.853284,2.372073,37.012,3.764
2024-01-01T08:05:50Z,48.853285,2.372125,35.967,2.360
2024-01-01T08:05:51Z,48.853286,2.372157,37.421,1.160
2024-01-01T08:05:52Z,48.853286,2.372173,34.995,0.000
2024-01-01T08:05:53Z,48.853286,2.372173,35.217,0.000
2024-01-01T08:05:54Z,48.853286,2.372173,34.845,0.000
2024-01-01T08:05:55Z,48.853286,2.372173,34.590,0.000
2024-01-01T08:05:56Z,48.853286,2.372173,35.085,0.007
2024-01-01T08:05:57Z,48.853286,2.372173,34.217,0.007
2024-01-01T08:05:58Z,48.853286,2.372173,34.787,0.007
2024-01-01T08:05:59Z,48.853286,2.372173,34.467,1.665
2024-01-01T08:06:00Z,48.853286,2.372196,35.664,3.330
2024-01-01T08:06:01Z,48.853287,2.372241,35.581,5.131
2024-01-01T08:06:02Z,48.853289,2.372311,35.142,6.860
2024-01-01T08:06:03Z,48.853293,2.372405,34.462,9.555
2024-01-01T08:06:04Z,48.853299,2.372535,34.116,10.173
2024-01-01T08:06:05Z,48.853306,2.372674,34.791,11.629
2024-01-01T08:06:06Z,48.853312,2.372833,34.767,13.328
2024-01-01T08:06:07Z,48.853321,2.373015,31.267,14.008
2024-01-01T08:06:08Z,48.853332,2.373206,34.496,12.962
2024-01-01T08:06:09Z,48.853343,2.373382,32.744,12.940
2024-01-01T08:06:10Z,48.853354,2.373558,34.733,12.245
2024-01-01T08:06:11Z,48.853366,2.373725,36.203,10.471
2024-01-01T08:06:12Z,48.853375,2.373867,35.719,10.424
2024-01-01T08:06:13Z,48.853383,2.374009,34.079,11.412
2024-01-01T08:06:14Z,48.853392,2.374165,35.104,11.422
2024-01-01T08:06:15Z,48.853399,2.374321,33.500,11.104
2024-01-01T08:06:16Z,48.853405,2.374472,35.759,11.475
2024-01-01T08:06:17Z,48.853411,2.374629,34.336,12.477
2024-01-01T08:06:18Z,48.853418,2.374799,37.485,12.216
2024-01-01T08:06:19Z,48.853426,2.374966,36.502,11.970
2024-01-01T08:06:20Z,48.853433,2.375129,35.552,12.085
2024-01-01T08:06:21Z,48.853439,2.375294,36.727,12.837
2024-01-01T08:06:22Z,48.853445,2.375470,36.670,11.475
2024-01-01T08:06:23Z,48.853450,2.375627,35.381,11.648
2024-01-01T08:06:24Z,48.853454,2.375786,35.319,12.259
2024-01-01T08:06:25Z,48.853457,2.375953,35.269,12.633
2024-01-01T08:06:26Z,48.853460,2.376126,34.522,12.649
2024-01-01T08:06:27Z,48.853463,2.376299,35.405,12.493
2024-01-01T08:06:28Z,48.853466,2.376470,34.806,12.578
2024-01-01T08:06:29Z,48.853468,2.376642,34.474,11.563
2024-01-01T08:06:30Z,48.853472,2.376800,33.671,10.721
2024-01-01T08:06:31Z,48.853477,2.376946,35.566,10.338
2024-01-01T08:06:32Z,48.853483,2.377088,34.881,10.733
2024-01-01T08:06:33Z,48.853487,2.377234,33.384,9.867
2024-01-01T08:06:34Z,48.853491,2.377369,35.265,9.359
2024-01-01T08:06:35Z,48.853494,2.377497,32.804,9.524
2024-01-01T08:06:36Z,48.853497,2.377627,30.938,8.292
2024-01-01T08:06:37Z,48.853500,2.377740,34.908,7.098
2024-01-01T08:06:38Z,48.853502,2.377838,35.280,6.452
2024-01-01T08:06:39Z,48.853505,2.377926,32.606,6.850
2024-01-01T08:06:40Z,48.853508,2.378019,35.244,5.192
2024-01-01T08:06:41Z,48.853511,2.378090,35.069,5.375
2024-01-01T08:06:42Z,48.853515,2.378163,36.706,5.617
2024-01-01T08:06:43Z,48.853519,2.378240,37.434,5.350
2024-01-01T08:06:44Z,48.853523,2.378313,34.995,5.457
2024-01-01T08:06:45Z,48.853527,2.378387,35.932,6.545
2024-01-01T08:06:46Z,48.853532,2.378476,31.862,5.796
2024-01-01T08:06:47Z,48.853537,2.378555,35.763,5.122
2024-01-01T08:06:48Z,48.853541,2.378625,36.376,5.525
2024-01-01T08:06:49Z,48.853546,2.378700,35.509,3.913
2024-01-01T08:06:50Z,48.853550,2.378753,36.682,2.565
2024-01-01T08:06:51Z,48.853553,2.378788,34.416,1.873
2024-01-01T08:06:52Z,48.853554,2.378814,35.327,1.257
2024-01-01T08:06:53Z,48.853555,2.378831,37.082,0.000
2024-01-01T08:06:54Z,48.853555,2.378831,33.768,0.000
2024-01-01T08:06:55Z,48.853555,2.378831,37.057,0.000
2024-01-01T08:06:56Z,48.853555,2.378831,36.596,0.835
2024-01-01T08:06:57Z,48.853556,2.378842,35.256,1.393
2024-01-01T08:06:58Z,48.853556,2.378861,36.127,1.502
2024-01-01T08:06:59Z,48.853557,2.378882,33.305,2.579
2024-01-01T08:07:00Z,48.853559,2.378917,34.791,3.565
2024-01-01T08:07:01Z,48.853560,2.378966,35.864,4.188
